HjYvN,9589950420266.0,3.035392,1.0,1.386294,2.70805,0.0,0.0,0.0,0.0,0.0,4.75359,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.397895,0.0,0.0,+1
OlmmN,10708223086172.0,2.576884,1.0,3.258097,3.526361,0.0,0.0,0.0,0.0,0.0,4.174387,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.098612,0.0,0.0,+1
b9jND,959012731.0,4.088216,1.0,4.997212,5.505332,80.0,0.0,0.0,0.0,0.0,3.433987,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,3.218876,0.0,0.0,+1
WA1v0,3919211740762.0,0.0,1.0,4.158883,4.26268,0.0,0.0,0.0,0.0,0.0,2.564949,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.609438,0.0,0.0,+1
UeePA,7873941311962.0,0.0,1.0,3.555348,3.951244,62.857143,5.135444,0.0,0.0,0.0,3.555348,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,2.890372,0.0,0.0,-1
6Crqm,5318638548018.0,0.0,1.0,5.407172,5.525453,0.0,0.0,0.0,0.0,0.0,2.833213,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.772589,0.0,0.0,-1
sYBFK,9953631016280.0,1.994433,1.0,4.624973,5.01728,45.0,0.0,0.0,0.0,0.0,2.70805,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.995732,0.0,0.0,+1
di2Bl,11114388197698.0,4.321786,1.0,3.610918,3.89182,0.0,0.0,0.0,0.0,0.0,5.529429,20.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.94591,0.0,0.0,+1
u6RsA,4897610305.0,0.0,1.0,0.0,1.098612,0.0,0.0,0.0,0.0,0.0,3.258097,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.079442,0.0,0.0,+1
tziQE,686042761283.0,1.801665,1.0,3.970292,4.094345,0.0,0.0,0.0,0.0,0.0,4.615121,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.098612,0.0,0.0,+1
iN16G,3578370717215.0,2.009702,1.0,3.89182,4.442651,0.0,0.0,4.295484,0.0,0.0,4.174387,9.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.944439,0.0,0.0,-1
bvqQT,145938159890.0,4.382893,1.0,4.60517,6.302619,0.0,0.0,0.0,0.0,0.0,4.304065,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.386294,0.0,0.0,+1
tgX2W,1470818444.0,0.0,1.0,3.401197,2.944439,0.0,0.0,0.0,0.0,0.0,2.70805,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.302585,0.0,0.0,-1
7WH2K,709442814854.0,3.265762,1.0,3.583519,4.369448,0.0,0.0,0.0,0.0,0.0,4.060443,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.098612,0.0,0.0,+1
NvgXg,833259230032.0,0.0,1.0,4.795791,3.258097,0.0,0.0,0.0,0.0,0.0,2.197225,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,6.0,2.564949,0.0,0.0,-1
Hpg2e,222985229.0,0.0,1.0,2.944439,1.386294,0.0,0.0,0.0,0.0,0.0,3.78419,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,3.610918,0.0,0.0,-1
qPmb1,8463958341113.0,1.741764,1.0,3.526361,3.218876,0.0,0.0,0.0,0.0,0.0,5.01728,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.433987,0.0,0.0,+1
iFZyn,25899888185.0,1.432693,1.0,1.098612,1.098612,0.0,0.0,1.421309,1.0,0.0,1.791759,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.791759,0.0,0.0,-1
BerRh,3652869427137.0,0.0,0.0,0.0,1.098612,64.0,0.0,0.0,0.0,0.0,1.791759,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.098612,0.0,0.0,-1
nsSPS,272164454.0,0.0,1.0,3.555348,3.988984,0.0,3.828513,0.0,0.0,0.0,3.73767,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.94591,0.0,0.0,-1
ND1Sm,9851194116966.0,2.961305,1.0,2.995732,5.501258,0.0,0.0,0.0,0.0,0.0,2.397895,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,2.944439,0.0,0.0,+1
2MK88,711048661547.0,4.001038,1.0,2.944439,3.465736,0.0,0.0,0.0,0.0,0.0,2.772589,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,3.555348,0.0,0.0,+1
G4Yzz,1441449593.0,0.0,1.0,3.850148,4.727388,0.0,0.0,0.0,0.0,0.0,3.178054,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.044522,0.0,0.0,-1
jc116,2018608171.0,2.017836,0.0,1.098612,0.0,0.0,0.0,0.0,0.0,0.0,3.828641,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.386294,0.0,0.0,+1
Ryu9p,782374419249.0,0.0,1.0,4.290459,4.077537,0.0,0.0,0.0,0.0,0.0,0.693147,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.484907,0.0,0.0,-1
KKbYs,610397476583.0,2.118131,1.0,4.770685,4.736198,0.0,0.0,0.0,0.0,0.0,4.574711,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.791759,0.0,0.0,+1
kw78H,4398546334951.0,0.0,1.0,4.934474,4.770685,0.0,0.0,0.0,0.0,1.0,4.110874,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.386294,0.0,0.0,-1
Mj72O,3936290066.0,1.743744,1.0,2.197225,1.791759,0.0,0.0,0.0,0.0,0.0,3.610918,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.386294,0.0,0.0,+1
7XGCm,9699602269246.0,4.257271,1.0,4.276666,6.338594,0.0,0.0,0.0,0.0,0.0,6.363028,29.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,5.236442,0.0,0.0,+1
ZNdXP,258261562262.0,1.650516,1.0,0.693147,0.693147,0.0,0.0,0.0,0.0,0.0,5.673323,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.639057,0.0,0.0,-1
2SmrB,16320056010587.0,1.051248,1.0,4.49981,3.637586,57.142857,0.0,0.0,0.0,1.0,3.401197,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,2.302585,0.0,0.0,-1
c8ZGv,762072669267.0,0.0,1.0,4.564348,2.944439,68.0,0.0,0.0,0.0,0.0,2.197225,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,4.59512,0.0,0.0,-1
R1uUT,185200119598.0,0.0,1.0,2.772589,2.944439,46.0,0.0,0.0,0.0,0.0,2.197225,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.564949,0.0,0.0,-1
Qdg0I,6807715998216.0,2.299254,1.0,3.610918,3.78419,0.0,0.0,0.0,0.0,0.0,4.727388,8.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,2.484907,0.0,0.0,+1
Puuhr,3428366097497.0,3.130488,1.0,3.850148,5.003946,80.0,0.0,0.0,0.0,0.0,4.990433,5.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,4.189655,0.0,0.0,+1
I4dXk,265132202762.0,0.0,1.0,4.290459,4.234107,50.0,0.0,1.689824,0.0,0.0,4.077537,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.484907,0.0,0.0,-1
TKeC8,598841246870.0,3.078251,1.0,1.94591,1.94591,0.0,0.0,0.0,0.0,0.0,5.849325,17.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,4.454347,0.0,0.0,+1
q4Eot,11246637888277.0,1.376879,0.0,1.098612,0.0,68.0,0.0,0.0,0.0,1.0,3.806662,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.386294,0.0,0.0,-1
8DU6q,4322895319256.0,0.0,1.0,2.995732,6.194405,0.0,0.0,0.0,0.0,0.0,4.304065,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,2.564949,0.0,0.0,-1
Zrz9F,83088954896.0,0.0,1.0,5.991465,5.771441,68.0,0.0,0.0,0.0,0.0,2.302585,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.496508,0.0,0.0,-1
k6Tzy,353074615.0,1.741764,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.143135,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.079442,0.0,0.0,+1
jcnvy,1524659777000.0,3.164304,1.0,3.610918,4.219508,0.0,0.0,0.0,0.0,0.0,5.293305,6.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,12.0,4.454347,0.0,0.0,+1
y4UYN,388931173.0,0.0,1.0,2.639057,3.218876,0.0,0.0,0.0,0.0,0.0,1.791759,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.079442,0.0,0.0,+1
vpmUE,91673102999.0,0.0,0.0,2.079442,0.693147,65.0,0.0,0.0,0.0,0.0,3.465736,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.609438,0.0,0.0,-1
ahWZS,952394609319.0,1.896632,1.0,3.912023,3.688879,0.0,6.433044,0.0,0.0,0.0,3.044522,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,2.995732,0.0,0.0,-1
HA2IU,439310052908.0,1.800841,1.0,1.94591,2.564949,0.0,0.0,0.0,0.0,0.0,5.068904,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.609438,0.0,0.0,+1
zmKaV,242992210953.0,3.108692,1.0,3.367296,4.007333,77.0,0.0,0.0,0.0,0.0,4.564348,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,14.0,4.85203,0.0,0.0,+1
R9UXN,5105368406022.0,1.9765,1.0,5.257495,5.204007,74.0,0.0,0.0,0.0,0.0,6.833032,90.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,11.0,4.025352,0.0,0.0,+1
OBHiq,528287325712.0,1.627431,1.0,4.919981,4.564348,0.0,0.0,2.191021,1.0,0.0,1.609438,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,2.70805,0.0,0.0,-1
6HaKJ,54924992043.0,1.291373,1.0,2.397895,2.484907,0.0,0.0,0.0,0.0,0.0,1.94591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.791759,0.0,0.0,-1
w66uD,11228952591242.0,2.982338,1.0,4.234107,4.990433,0.0,0.0,0.0,0.0,0.0,3.091042,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.044522,0.0,0.0,+1
lHheT,924360420.0,2.024508,1.0,2.197225,2.639057,0.0,0.0,0.0,0.0,0.0,4.787492,6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,3.688879,0.0,0.0,+1
oq99x,260913142896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.890372,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.386294,0.0,0.0,-1
BOrZe,915020380.0,0.0,0.0,1.386294,0.0,0.0,0.0,0.0,0.0,0.0,3.258097,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,5.568345,0.0,0.0,-1
SWTgZ,1949588594.0,3.064122,1.0,4.060443,4.85203,0.0,0.0,0.0,0.0,0.0,3.931826,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.94591,0.0,0.0,+1
N38ac,601214700.0,1.741764,1.0,2.772589,3.401197,0.0,0.0,0.0,0.0,0.0,3.178054,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.079442,0.0,0.0,+1
fljmQ,8641922113319.0,1.664957,1.0,2.079442,3.295837,0.0,0.0,0.0,0.0,0.0,2.944439,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,2.995732,0.0,0.0,+1
AEQSD,191232417833.0,2.379375,1.0,5.420535,4.969813,0.0,0.0,0.0,0.0,0.0,3.526361,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.791759,0.0,0.0,+1
gxmMw,2176513538130.0,0.0,0.0,3.401197,2.995732,62.0,0.0,0.0,0.0,1.0,3.401197,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.791759,0.0,0.0,-1
ZteAt,2114074263.0,0.0,1.0,2.484907,2.944439,0.0,0.0,2.494037,1.0,0.0,1.609438,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,2.639057,0.0,0.0,-1
bzbvk,4089848792792.0,2.042034,1.0,3.806662,4.110874,88.0,0.0,0.0,0.0,0.0,1.791759,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.609438,0.0,0.0,+1
